ticker,exchange,Category,Industry,Sector,market_cap_category,Growth Metric (%),P/E Ratio,Industry Median P/E,Earnings Per Share,Price-to-Book,Industry Median PB,EPS Growth (%),Dividend Yield (%),1-Month Return (%),3-Month Return (%),6-Month Return (%),1-Year Return (%),Business Description
PL,NYSE,Unclassified,Aerospace & Defense,Industrials,mid,110.92,-42.29032147315241,39.05,-0.31,9.2650175,4.06,,0.0,23.56,86.49,305.88,465.09,"Planet Labs PBC engages in the design, construction, and launch constellations of satellites with the intent of providing high cadence geospatial data delivered to customers through an online platform the United States and internationally. The company's platform offers planet monitoring, tasking, archive, apps, application programming interfaces (APIs), basemaps, and fusion, as well as analytic feeds and planetary variables. It also provides Tanager, a hyperspectral imaging satellite that delivers full-spectrum imagery across the visible and shortwave infrared regions; and Earth Observation platform, which enables customers and partners to access, analyze, and act on its proprietary data catalog by discovering relevant data layers, extracting useful information, and delivering insights through custom-build solutions or GIS workflows through APIs and browser-based applications. It serves agriculture, mapping, energy, forestry, finance, and insurance companies, as well as government agencies. Planet Labs PBC was founded in 2010 and is headquartered in San Francisco, California."
INSM,NASDAQ,Unclassified,Biotechnology,Healthcare,large,107.84,-29.234566932422563,9.9,-5.67,27.999998,3.08,,0.0,13.64,61.28,128.16,122.38,"Insmed Incorporated develops and commercializes therapies for patients with serious and rare diseases in the United States, Europe, Japan, and internationally. The company offers ARIKAYCE for the treatment of refractory nontuberculous mycobacterial lung infections, as well as is in phase 3 clinical trial for the treatment of mycobacterium avium complex lung disease as part of a combination antibacterial drug regimen for adult patients. It also devlops brensocatib, an oral reversible inhibitor of dipeptidyl peptidase 1(DPP1) that is in phase 3 clinical trial for the treatment of bronchiectasis; and in phase 2 clinical trial for the treatment of chronic rhinosinusitis without nasal polyps and hidradenitis suppurativa. In addition, the company is developing treprostinil palmitil inhalation powder, an inhaled formulation of a treprostinil prodrug treprostinil palmitil, which is in phase 3 clinical trial for the treatment of pulmonary hypertension associated with interstitial lung disease; and phase 2 clinical trial for the treatment of pulmonary arterial hypertension. Further, it develops gene therapy, a microdystrophin adeno-associated virus gene replacement therapy which is in phase 1 clinical trial for the treatment of Duchenne muscular dystrophy, as well as is in pre-clinical development for gene therapy, next generation DPP1 inhibitor, deimmunized therapeutic protein, and synthetic rescue. The company was founded in 1988 and is headquartered in Bridgewater, New Jersey."
ZEPP,NYSE,Unclassified,Consumer Electronics,Technology,small,104.71,-10.716666380564373,22.09,-4.8,3.616423,3.08,,0.0,10.86,298.45,1909.37,1320.99,"Zepp Health Corporation operates as a smart wearable and health technology company worldwide. The company empowers users to live lives by optimizing health, fitness, and wellness journeys through its consumer brands, Amazfit, Zepp Clarity, and Zepp Aura. The company through its proprietary Zepp Digital Management Platform, which includes the Zepp OS, AI chips, biometric sensors, and data algorithms, delivers cloud-based 24/7 actionable insights and guidance to help users attain wellness goals. The company offers smart bands, watches, scales, and rings; and associated accessories, smart hearable products, sportswear, home appliances, and smart watch accessories. It also provides Zepp Aura, a real-time, personalized sound health solution offering health management, including emotional regulation and sports performance optimization; and provides charts and graphs to display analysis of the activity and biometric data collected from users through its Zepp Life and Zepp mobile apps. It offers its products under the Amazfit and Zepp brand names in approximately 90 countries. The company was formerly known as Huami Corporation and changed its name to Zepp Health Corporation in February 2021. Zepp Health Corporation was founded in 2013 and is based in Gorinchem, The Netherlands."
ATAI,NASDAQ,Unclassified,Biotechnology,Healthcare,small,102.07,-9.347825810529184,9.9,-0.69,9.527327,3.08,,0.0,36.65,82.72,338.78,403.91,"Atai Life Sciences N.V., a clinical-stage biopharmaceutical company, engages in the research, development, and commercialization of mental health treatments in the United States, Germany, and Canada. The company develops BPL-003, an intranasal formulation of the benzoate salt form of mebufotenin that is in Phase 2a and 2b clinical studies for treatment resistant depression (TRD) and alcohol use disorder; RL-007, an orally bioavailable compound, which is a pro-cognitive neuromodulator in Phase 2b trial for cognitive impairment associated with schizophrenia; and ELE-101, a serotonergic psychedelic in Phase 2a trial for the treatment of major depressive disorder. It is also developing VLS-01, an oral transmucosal film formulation of N,N-Dimethyltryptamine in Phase 2 clinical study to treat TRD; EMP-01, an oral formulation of R-3,4-methylenedioxy-methamphetamine that is in Phase 2 clinical study for social anxiety disorder; and EGX-A & EGX-B, which are non-hallucinogenic 5-HT2A receptor agonists in preclinical studies for TRD. In addition, the company offers COMP360 for psilocybin therapy; and GRX-917 for the treatment of anxiety, depression, and various neurological disorders. ATAI Life Sciences N.V. was founded in 2018 and is headquartered in Amstelveen, The Netherlands."
PPTA,NASDAQ,Unclassified,Other Precious Metals & Mining,Basic Materials,mid,93.47,-81.6774183704007,38.67,-0.31,5.1599755,3.44,,0.0,45.43,47.47,92.55,149.95,"Perpetua Resources Corp., a development-stage company, engages in the acquisition of mining properties in the United States. The company explores for gold, silver, and antimony deposits. Its principal mineral project is the 100% owned Stibnite Gold project, which includes 1,674 unpatented lode claims, mill sites, and patented land holdings covering an area of approximately 11,548 hectares located in Valley County, Idaho. The company was formerly known as Midas Gold Corp. and changed its name to Perpetua Resources Corp. in February 2021. Perpetua Resources Corp. was founded in 2009 and is headquartered in Boise, Idaho."
RKLB,NASDAQ,Unclassified,Aerospace & Defense,Industrials,large,93.16,-144.06521009362262,39.05,-0.46,46.149025,4.06,,0.0,40.46,40.43,235.71,513.04,"Rocket Lab Corporation, a space company, provides launch services and space systems solutions in the United States, Canada, Japan, and internationally. The company provides launch services, spacecraft design services, spacecraft components, spacecraft manufacturing, and other spacecraft and on-orbit management solutions; and constellation management services, as well as designs and manufactures small and medium-class rockets. It also designs, manufactures, and sells Electron, an orbital small launch vehicle for small spacecraft launch services, as well as develops Neutron launch vehicles for large constellation deployments, interplanetary missions and potentially for human spaceflight. In addition, the company designs and manufactures a range of components and subsystems for its launch vehicles and spacecraft. It serves commercial, aerospace prime contractors, and government customers. Rocket Lab Corporation was founded in 2006 and is headquartered in Long Beach, California."
RGTI,NASDAQ,Unclassified,Computer Hardware,Technology,mid,86.34,-52.704546668312766,25.92,-0.88,27.138678,3.13,,0.0,87.47,188.43,457.45,4078.38,"Rigetti Computing, Inc., through its subsidiaries, builds quantum computers and the superconducting quantum processors the United States, the United Kingdom, rest of Europe, Asia, and internationally. The company offers quantum processing units (QPUs) and quantum computing systems through the cloud in the form of quantum computing as a service (QCaaS) products. It also provides 9- ubit quantum processing unit under the Novera QPU trade name; 84-qubit Ankaa-3 system under the name Novera QPU; and sells access to its quantum computers through QCaaS. In addition, the company offers quantum cloud services that provides support for various range of programming capabilities, public or private clouds integration, and connectivity, as well as quantum operating system software that supports public and private cloud architectures. Further, it offers professional services, such as algorithm development, benchmarking, quantum application programming, and software development. The company serves commercial enterprises, government organizations, and international government entities. Rigetti Computing, Inc. was founded in 2013 and is headquartered in Berkeley, California."
RGTIW,NASDAQ,Unclassified,Computer Hardware,Technology,mid,84.0,-18.264072183431416,25.92,-1.901,20.315975,3.13,,0.0,,,,0.0,"Rigetti Computing, Inc., through its subsidiaries, builds quantum computers and the superconducting quantum processors the United States, the United Kingdom, rest of Europe, Asia, and internationally. The company offers quantum processing units (QPUs) and quantum computing systems through the cloud in the form of quantum computing as a service (QCaaS) products. It also provides 9- ubit quantum processing unit under the Novera QPU trade name; 84-qubit Ankaa-3 system under the name Novera QPU; and sells access to its quantum computers through QCaaS. In addition, the company offers quantum cloud services that provides support for various range of programming capabilities, public or private clouds integration, and connectivity, as well as quantum operating system software that supports public and private cloud architectures. Further, it offers professional services, such as algorithm development, benchmarking, quantum application programming, and software development. The company serves commercial enterprises, government organizations, and international government entities. Rigetti Computing, Inc. was founded in 2013 and is headquartered in Berkeley, California."
DRUG,NASDAQ,Unclassified,Biotechnology,Healthcare,small,82.6,-65.09278287592623,9.9,-0.97,8.630399,3.08,,0.0,25.91,141.55,90.7,33.74,"Bright Minds Biosciences Inc., a biotechnology company, develops therapeutics to improve the lives of patients with severe and life-altering diseases in the United States. Its portfolio of selective 5-HT receptor agonists includes 5-HT2C, 5-HT2A, and 5-HT2C/A for the treatment of epilepsy, pain, and neuropsychiatry; and BMB-101 which completes phase 1 trial for undisclosed seizure disorder. The company also develops BMB-201 and BMB-202 for the treatment of neuropsychiatry and neurology indications. Bright Minds Biosciences Inc. has collaboration with National Institutes of Health for the treatment of epilepsy; University of Texas Medical Branch to treat impulse control disorders, such as binge eating; and Medical College of Wisconsin. The company was founded in 2017 and is headquartered in New York, New York."
TSAT,NASDAQ,Unclassified,Communication Equipment,Technology,small,82.56,-6.102466764214822,27.76,-5.27,0.70358133,2.7,-40.8,0.0,32.29,20.0,89.73,128.73,"Telesat Corporation, a satellite operator, provides mission-critical communications solutions to support the requirements of satellite users in Canada, the United States, Asia, Australia, Latin America, the Caribbean, Europe, the Middle East, and Africa. It operates through Geostationary (GEO) and Low Earth Orbit (LEO) segments. The company offers broadcast services comprising direct-to-home television, video distribution and contribution, and occasional use services; enterprise services consisting of telecommunication carrier and integrator, government, consumer broadband, resource, maritime and aeronautical, and retail and satellite operator services; and consulting services related to space and earth segments, government studies, satellite control services, and research and development. It also provides value-added services, such as satellite capacity, digital encoding of video channels, and uplinking and downlinking services; satellite capacity and end-to-end services for data and voice transmission to telecommunications carriers and integrators; space segment services and terrestrial facilities for enterprise connectivity; internet and cellular backhaul and services, including rural telephony to telecommunications carriers and network services integrators. In addition, the company offers direct-to-consumer broadband services; and communications services to offshore, oil and gas, and mining industries. Further, the company operates satellite and terrestrial networks that support enterprise and retail activities. It offers its services through a direct sales force. Telesat Corporation was founded in 1969 and is headquartered in Ottawa, Canada."
VELO,NASDAQ,Value,Computer Hardware,Technology,micro,3604.54,0.012630015,25.92,403.8,3.331156,3.13,,0.0,59.87,-29.17,-26.09,-63.04,"Velo3D, Inc. produces and sells metal additive three dimensional printers in the Americas, Europe, and internationally. The company's printers enable the production of components for space rockets, jet engines, fuel delivery systems, and other metal parts, which it sells or leases to customers for use in their businesses. It also offers Flow, a proprietary software platform, which scans part designs for geometrical features; and Sapphire, Sapphire 1MZ, Sapphire XC, and Sapphire XC 1MZ printers. In addition, the company provides Assure, a quality control software platform that includes process metrologies; Flow Developer, a new version of print preparation software that turns traditional design files into print files; and Intelligent Fusion, an underlying manufacturing process that unifies and manages the information flow, sensor data, and the advanced printing technology for precision control of the entire print. Further, it offers Rapid Production Solutions to build resilient supply chains for production parts in different industries; and provides support services. The company serves small- and medium-sized enterprises to Fortune 500 companies in the space, aviation, defense, automotive, energy, and industrial markets. Velo3D, Inc. was founded in 2014 and is headquartered in Fremont, California. Velo3D, Inc operates as a subsidiary of Arrayed Additive inc."
FEIM,NASDAQ,Value,Communication Equipment,Technology,small,78.78,14.921053,27.76,2.28,5.88887,2.7,,0.0,10.38,46.51,96.87,164.95,"Frequency Electronics, Inc., together with its subsidiaries, engages in the design, development, manufacture, marketing, and sale of precision time and frequency control products and components for microwave integrated circuit applications. The company operates through two segments, FEI-NY and FEI-Zyfer. The FEI-NY segment offers precision time and frequency control products for communication satellites, terrestrial cellular telephone or other ground-based telecommunication stations; and other components and systems for the U.S. military. This segment also provides design and technical support for the satellite business. The FEI-Zyfer segment provides global positioning system technologies for systems and subsystems for secure communications, government and commercial, and other locator applications; and engages in the sale and support of wireline telecommunications products, including US5G. It operates in the United States, Europe, and Asia. Frequency Electronics, Inc. was founded in 1961 and is headquartered in Mitchel Field, New York."
MSAIW,NASDAQ,Value,Software - Infrastructure,Technology,nano,76.72,,27.71,,0.2146853,4.61,,0.0,,,,0.0,"MultiSensor AI Holdings, Inc. builds and deploys intelligent multi-sensing platforms with edge and cloud software solutions that leverage artificial intelligence in the United States and internationally. The company offers sensor devices, such as small to large handheld designs with built-in displays and controls, fixed-mounted single- and multi-sensor camera systems with or without displays and controls, fixed-mounted pan-tilt-zoom single- and multi-sensor camera standalone systems, and mobile multi-sensor payload and gimbal systems for unmanned aerial vehicles and unmanned ground vehicles. It also provides MSAI Edge software that processes advanced thermal imaging, visible imaging, and acoustic imaging data streams, as well as multiple established industrial communications protocols; and MSAI Connect, a cloud-based software, that utilizes AI and enables predictive asset reliability and process control in industrial environments. The company was founded in 1995 and is based in Beaumont, Texas."
NHPBP,NASDAQ,Value,REIT - Healthcare Facilities,Real Estate,small,71.16,,27.77,,0.7763252,1.75,,10.04,1.89,14.25,37.9,25.46,"National Healthcare Properties, Inc. (including, as required by context, National Healthcare Properties Operating Partnership, L.P. (the OP) and its subsidiaries, the Company) is a real estate investment trust (REIT) for U.S. federal income tax purposes. The Company acquires, owns and manages a diversified portfolio of healthcare-related real estate, focused on outpatient medical facilities (OMFs) and senior housing operating properties (SHOPs). As of March 31, 2025, the Company owned 181 properties (including one land parcel) located in 30 states and comprised of 7.6 million rentable square feet. Substantially all of the Company's business is conducted through the OP and its wholly-owned subsidiaries, including taxable REIT subsidiaries (TRSs). Prior to the consummation of the Internalization (as defined below) on September 27, 2024, the Company's former advisor, Healthcare Trust Advisors, LLC (the Advisor), managed its day-to-day business with the assistance of its property manager, Healthcare Trust Properties, LLC (the Property Manager); the Advisor and Property Manager were under common control with AR Global Investments, LLC (the Advisor Parent), and these related parties received compensation and fees for providing services to the Company. See the Internalization section in this Note for additional information. As of March 31, 2025, the Company owned 44 SHOPs using the REIT Investment Diversification and Empowerment Act of 2007 (RIDEA) structure in its SHOP segment. Under RIDEA, a REIT may lease qualified healthcare properties on an arm's length basis to a TRS if the property is operated on behalf of such subsidiary by a person who qualifies as an eligible independent contractor. As of March 31, 2025, the Company had four eligible independent contractors operating 44 SHOPs. The Company has two operating and reportable business segments: outpatient medical facilities (OMFs) and senior housing operating properties (SHOPs). All of the Company's properties across both business segments are located throughout the United States. In its OMF operating segment, the Company owns, manages and leases single and multi-tenant OMFs where tenants are required to pay their pro rata share of property operating expenses, which may be subject to expense exclusions and floors, in addition to base rent. The Property Manager or third-party managers manage the Company's OMFs. In its SHOP segment, the Company invests in seniors housing properties through the RIDEA structure."
NPFD,NYSE,Value,Asset Management,Financial Services,nano,70.81,10.242269,11.8,1.94,0.99052846,1.0,-15.7,10.12,0.7,7.54,15.09,16.93,"Nuveen Variable Rate Preferred & Income Fund operates as a closed-end management investment company. The company is based in Chicago, Illinois."
LIXTW,NASDAQ,Value,Biotechnology,Healthcare,nano,68.3,,9.9,,0.6372881,3.08,,0.0,-37.5,-3.23,284.62,206.12,"Lixte Biotechnology Holdings, Inc., a clinical-stage biopharmaceutical company, focuses on identifying targets for cancer drug development, and developing and commercializing cancer therapies. Its lead product candidate, LB-100 is in phase 1b clinical trials combined with Atezolizumab for patients with microsatellite stable metastatic colorectal cancer. The company's LB-100 combined with doxorubicin in advanced soft tissue sarcoma is under Phase 1b portion; and LB-100 combined with dostarlimab that is in phase 1b/2 for ovarian clear cell carcinoma. The company has a clinical trial research agreement with the Netherlands Cancer Institute; collaboration agreement for an investigator-initiated clinical trial with the Spanish Sarcoma Group; and a development collaboration agreement with the Netherlands Cancer Institute. Lixte Biotechnology Holdings, Inc. was founded in 2005 and is based in Pasadena, California."
DFLIW,NASDAQ,Value,Electrical Equipment & Parts,Industrials,nano,60.32,,27.86,,-0.45045045,4.0,,0.0,,,,0.0,"Dragonfly Energy Holdings Corp. engages in the manufacturing and sale of deep cycle lithium-ion batteries for recreational vehicles, marine vessels, solar and off-grid residence industries, and industrial and energy storage markets. It operates in two segments, direct-to-consumers and original equipment manufacturers. The company provides lithium power systems comprising solar panels, chargers and inverters, system monitoring, alternator regulators, accessories, and others. It also offers battery management systems for monitoring and controlling of battery systems, and to protect battery cells from damage in various scenarios. The company provides its products under the Dragonfly Energy, Battle Born, and Wakespeed brand names. Dragonfly Energy Holdings Corp. is headquartered in Reno, Nevada."
SMXWW,NASDAQ,Value,Specialty Business Services,Industrials,nano,54.45,,33.21,,0.004824317,2.63,,0.0,,,,0.0,"SMX (Security Matters) Public Limited Company provides brand protection, authentication and track and trace technology for the anti-counterfeit market. Its proprietary marker system embeds a permanent or removable mark on solid, liquid, or gaseous objects or materials. The company's solutions comprise physical or chemical marker system coupled with a reader and connected to a blockchain digital platform for application in process tracing, authentication, and sustainability and circular economics industries. It serves brand owners, manufacturers, and suppliers. The company was formerly known as Empatan Public Limited Company and changed its name to SMX (Security Matters) Public Limited Company in February 2023. SMX (Security Matters) Public Limited Company is based in Dublin, Ireland."
BETRW,NASDAQ,Value,Mortgage Finance,Financial Services,nano,54.4,,19.96,,0.09377494,1.58,,0.0,,,,0.0,"Better Home & Finance Holding Company operates as a homeownership company in the United States. The company provides government-sponsored enterprise GSE conforming loans, U.S. Federal Housing Administration FHA insured loans, U.S. Department of Veterans Affairs VA guaranteed loans, and jumbo loans to GSEs, banks, insurance companies, asset managers, and mortgage real estate investment trusts. It also offers real estate agent services, title insurance and settlement services, and homeowners insurance services. The company formerly known as Better Mortgage Corporation and changed its name to Better Home & Finance Holding Company in August 2023. Better Home & Finance Holding Company is headquartered in New York, New York."
IAG,NYSE,Value,Gold,Basic Materials,mid,54.23,9.342657,28.99,1.43,2.237481,3.96,-6.9,0.0,21.34,85.81,70.63,123.79,"IAMGOLD Corporation, through its subsidiaries, operates as a gold producer and developer in Canada and Burkina Faso. The company owns 100% interest in the Westwood project that covers an area of 1,925 hectare and located in Quebec; 60% interest in the Côté gold project, which covers an area of 596 square kilometer located in Ontario, Canada; and 90% interests in the Essakane project that covers an area of 274,000 square kilometer situated in Burkina Faso. IAMGOLD Corporation was incorporated in 1990 and is headquartered in Toronto, Canada."
ECAT,NYSE,Value,Asset Management,Financial Services,small,53.29,7.8333335,11.8,2.04,0.992,1.0,,21.39,-0.67,3.52,22.51,14.54,None
NBXG,NYSE,Value,Asset Management,Financial Services,nano,51.62,9.272151,11.8,1.58,1.114,1.0,,9.83,-3.97,0.66,33.72,24.48,None
ECCC,NYSE,Value,Asset Management,Financial Services,small,48.92,12.669956,11.8,1.824,3.1596937,1.0,,7.03,-1.32,-2.12,8.22,7.11,"Eagle Point Credit Company Inc. is a closed ended fund launched and managed by Eagle Point Credit Management LLC. It invests in fixed income markets of the United States. The fund invests equity and junior debt tranches of collateralized loan obligations consisting primarily of below investment grade U.S. senior secured loans. Eagle Point Credit Company Inc. was formed on March 24, 2014 and is domiciled in the United States."
GUG,NYSE,Value,Asset Management,Financial Services,nano,46.14,11.257143,11.8,1.4,0.953,1.0,,9.04,2.05,5.56,14.81,8.25,None
SDHY,NYSE,Value,Asset Management,Financial Services,small,44.69,10.953643,11.8,1.51,,1.0,,7.84,-1.9,1.38,9.95,7.9,
